A,F,399,619550.88,581607.7193000001,607167.739116,30,47657.76,0.05769230769230771,13
A,F,447,678312.48,639781.7033000002,669413.901996,31,48450.89142857143,0.054285714285714305,14
A,F,479,716206.24,674643.9625000001,706367.8967479999,31,47747.08266666667,0.056000000000000015,15
A,F,496,738378.66,694820.8647000002,726544.798948,31,46148.66625,0.05812500000000001,16
A,F,519,771096.16,725902.4897000002,757626.423948,30,45358.59764705883,0.057647058823529426,17
A,F,532,787374.11,741203.7627000002,773845.773328,29,43743.00611111111,0.05777777777777779,18
A,F,543,805851.14,759496.0224000002,793052.6460129999,28,42413.217894736845,0.055263157894736854,19
A,F,562,836453.49,788262.2314000003,822681.841283,28,41822.6745,0.055500000000000015,20
A,F,585,861732.1,811012.9804000002,846797.635223,27,41034.86190476191,0.05761904761904764,21
A,F,622,917881.82,866039.7060000002,905125.964359,28,41721.90090909091,0.05590909090909093,22
A,F,650,950255.7,896471.1532000003,937687.612863,28,41315.465217391305,0.05608695652173915,23
A,F,651,952008.44,898223.8932000003,939440.352863,27,39667.01833333333,0.05375000000000002,24
A,F,665,975118.24,920178.2032000003,961833.749063,26,39004.7296,0.05360000000000002,25
R,F,45,54058.05,50814.567,50814.567,45,54058.05,0.06,1
R,F,94,100854.52,92931.39000000001,92931.39000000001,47,50427.26,0.08,2
R,F,122,133841.04,124598.4492,124598.4492,40,44613.68,0.06666666666666667,3
R,F,137,157519.59,147803.4282,148731.62736,34,39379.8975,0.055,4
R,F,163,208243.51,194976.6738,199678.73260800002,32,41648.702000000005,0.05800000000000001,5
R,F,204,284171.82,264071.4359,268773.49470800004,34,47361.97,0.06333333333333334,6
R,F,225,324847.77,302713.5884,308188.49025800003,32,46406.82428571429,0.06142857142857143,7
R,F,256,359974.18000000005,337839.99840000004,346125.013058,32,44996.77250000001,0.05375,8
R,F,259,364292.68000000005,341769.83340000006,350212.041458,28,40476.96444444445,0.05777777777777778,9
R,F,301,408899.62000000005,383254.28760000004,393355.873826,30,40889.96200000001,0.05900000000000001,10
R,F,309,417636.5800000001,391729.1388,402508.71312200004,28,37966.96181818182,0.05636363636363637,11
R,F,310,419525.38000000006,393561.2748,404432.45592200005,25,34960.44833333334,0.054166666666666675,12
R,F,347,459046.19000000006,429525.2119,441834.9505060001,26,35311.24538461539,0.05692307692307693,13
R,F,377,501807.8900000001,471859.2949,486709.0784860001,26,35843.42071428572,0.05357142857142858,14
R,F,390,521262.00000000006,491313.40489999996,506552.27068600006,26,34750.8,0.05000000000000001,15
R,F,409,553119.1100000001,521259.08829999994,538893.6087580001,25,34569.94437500001,0.050625,16
N,O,496,719063.9099999999,675310.7784,704354.4634819999,24,35953.195499999994,0.06400000000000002,20
N,O,502,728223.57,684104.0519999999,713411.5352899999,23,34677.31285714285,0.06285714285714288,21
N,O,515,745778.25,701658.732,732195.0428899999,23,33899.01136363636,0.06000000000000001,22
N,O,537,776653.27,730063.7504,762304.3623939999,23,33767.53347826087,0.06086956521739132,23
N,O,543,786334.51,739551.3656,772361.234506,22,32763.937916666666,0.05916666666666668,24
N,O,567,818745.31,771313.9496,804123.818506,22,32749.812400000003,0.05760000000000001,25
N,O,601,886811.27,835295.952,873224.381098,23,34108.12576923077,0.05769230769230771,26
N,O,608,900229.5,847909.0882,886342.042746,22,33341.833333333336,0.057777777777777796,27
N,O,633,929233.75,875173.0832,914969.237496,22,33186.919642857145,0.05785714285714288,28
N,O,667,995088.69,935759.628,979190.974984,23,34313.403103448276,0.058620689655172434,29
N,O,695,1042485.97,981734.9896,1026085.8438159999,23,34749.53233333333,0.057666666666666686,30
N,O,737,1117529.89,1050024.9568,1094375.8110159999,23,36049.35129032258,0.058709677419354865,31
N,O,781,1201782.41,1130907.3760000002,1176875.8786,24,37555.7003125,0.058125000000000024,32
N,O,825,1255564.49,1179849.0688000002,1228754.0729679998,25,38047.40878787879,0.05909090909090912,33
N,O,851,1298947.57,1219761.5024000003,1270263.0039119998,25,38204.34029411765,0.0597058823529412,34
N,O,897,1381693.75,1297542.9116000002,1354266.9258479998,25,39476.96428571428,0.059714285714285734,35
N,O,929,1430032.63,1342498.0700000003,1401469.8421679998,25,39723.12861111111,0.06000000000000002,36
N,O,972,1493393.5599999998,1405225.3907000003,1464824.4360749999,26,40361.988108108104,0.05864864864864866,37
N,O,1012,1547887.9599999997,1456450.1267000004,1518610.408875,26,40733.89368421052,0.058684210526315804,38
N,O,1034,1587241.7799999998,1495803.9467000004,1559931.919875,26,40698.50717948718,0.05717948717948719,39
N,O,1055,1614318.7599999998,1520443.9985000005,1586296.7753009999,26,40357.969,0.05800000000000001,40
N,O,1059,1620549.2799999998,1526113.7717000004,1592193.339429,25,39525.59219512195,0.05878048780487805,41
N,O,1071,1633907.5599999998,1538269.8065000004,1604957.175969,25,38902.56095238095,0.05952380952380952,42
N,O,1076,1642275.5599999998,1546386.7665000004,1613642.323169,25,38192.45488372093,0.058837209302325576,43
N,O,1120,1708341.9999999998,1607167.8913000005,1678070.315457,25,38825.95454545454,0.05931818181818182,44
N,O,1143,1744075.0299999998,1641114.2698000006,1714392.940452,25,38757.222888888886,0.05911111111111111,45
N,O,1172,1784219.7299999997,1680456.0758000007,1755701.8367519998,25,38787.385434782605,0.05826086956521739,46
N,O,1175,1787144.9099999997,1683234.9968000008,1758536.3361719998,25,38024.35978723403,0.058085106382978716,47
N,O,1221,1844883.1899999997,1739818.5112000008,1817949.0262919997,25,38435.06645833333,0.05729166666666666,48
N,O,1267,1932972.2699999998,1824384.0280000009,1906742.8189319996,25,39448.41367346938,0.05693877551020407,49
N,O,1287,1967426.6699999997,1856426.6200000008,1939105.8368519996,25,39348.53339999999,0.05719999999999999,50
N,O,1314,2014426.9199999997,1902016.8625000007,1987431.4939019997,25,39498.56705882352,0.05666666666666665,51
N,O,1344,2061333.7199999997,1946578.3225000007,2034666.6415019997,25,39641.03307692307,0.056538461538461524,52
N,O,1385,2114069.5599999996,1994567.9369000008,2086495.4250539998,26,39888.104905660366,0.057169811320754695,53
N,O,1410,2161392.8099999996,2037632.0944000008,2132574.073579,26,40025.79277777777,0.057777777777777754,54
N,O,1413,2167038.5399999996,2042769.7087000008,2138071.32088,25,39400.70072727272,0.05836363636363634,55
N,O,1458,2228527.8899999997,2104259.058700001,2203864.92538,26,39795.14089285714,0.057321428571428544,56
N,O,1491,2282702.01,2158433.178700001,2258580.78658,26,40047.40368421052,0.05631578947368419,57
N,O,1530,2331773.76,2203579.1887000008,2306435.55718,26,40202.995862068965,0.05672413793103446,58
N,O,1564,2390615.1799999997,2260066.9519000007,2363488.198012,26,40518.9013559322,0.05644067796610167,59
